dim_age,dim_gender,dim_product_category,dim_season,dim_location,dim_item_purchased,meas_store_visits_per_month,meas_total_spending,dim_online_shopping,meas_membership_duration,meas_discount_usage,dim_preferred_payment_method,meas_days_since_last_purchase,meas_loyalty_points,meas_average_basket_size,meas_annual_income,meas_purchase_frequency,dim_preferred_product_category,meas_satisfaction_score,meas_cross_channel_shopping,dim_order_date
35.0,Male,Accessories,Spring,New Jersey,Belt,15.0,2018.0,No,24.0,10.0,Cash,11.0,64.0,10.0,49696.0,7.0,Outerwear,4.54,True,28-07-2023
36.0,Male,Clothing,Winter,Oregon,Dress,19.0,903.0,Yes,17.0,6.0,Cash,29.0,8.0,1.0,67401.0,7.0,Footwear,2.81,False,03-08-2022
54.0,Male,Clothing,Spring,Iowa,Skirt,11.0,9470.0,Yes,15.0,10.0,Credit Card,10.0,2.0,5.0,66483.0,8.0,Outerwear,1.03,False,13-02-2022
37.0,Male,Clothing,Spring,South Carolina,Dress,19.0,3151.0,No,7.0,4.0,Cash,17.0,2.0,10.0,111091.0,7.0,Outerwear,2.46,False,13-12-2023
20.0,Male,Clothing,Summer,Indiana,T-shirt,9.0,5550.0,Yes,8.0,3.0,Cash,20.0,21.0,5.0,108880.0,8.0,Clothing,4.76,True,20-09-2023
23.0,Male,Clothing,Spring,Oregon,Skirt,13.0,5676.0,No,11.0,1.0,Cash,17.0,85.0,5.0,43132.0,1.0,Clothing,3.95,False,07-06-2022
61.0,Male,Clothing,Summer,New York,Shorts,7.0,6667.0,No,13.0,8.0,Cash,22.0,10.0,6.0,49079.0,3.0,Footwear,3.07,False,28-07-2023
37.0,Male,Accessories,Spring,New Mexico,Jewelry,2.0,2609.0,No,20.0,9.0,Credit Card,24.0,18.0,3.0,85140.0,6.0,Accessories,4.5,True,18-06-2022
23.0,Male,Clothing,Spring,Louisiana,Pants,13.0,215.0,No,16.0,7.0,Cash,1.0,41.0,10.0,58548.0,5.0,Clothing,3.17,False,25-06-2023
63.0,Male,Accessories,Fall,South Carolina,Belt,7.0,600.0,Yes,10.0,1.0,Credit Card,9.0,39.0,3.0,72369.0,5.0,Outerwear,4.04,False,07-11-2023
47.0,Male,Clothing,Spring,Maine,Jeans,13.0,2835.0,No,12.0,2.0,Debit Card,9.0,73.0,5.0,70632.0,9.0,Clothing,1.27,True,13-10-2023
63.0,Male,Clothing,Summer,Indiana,Jeans,12.0,7708.0,Yes,8.0,2.0,Cash,20.0,33.0,10.0,110570.0,10.0,Clothing,4.25,True,14-02-2023
56.0,Male,Accessories,Fall,Iowa,Hat,4.0,425.0,Yes,21.0,4.0,Mobile Wallet,18.0,15.0,4.0,31825.0,1.0,Outerwear,1.54,True,11-11-2023
68.0,Male,Clothing,Summer,Mississippi,Blouse,15.0,7082.0,Yes,23.0,5.0,Cash,27.0,11.0,1.0,109426.0,1.0,Outerwear,1.7,True,12-03-2022
64.0,Male,Clothing,Summer,Arkansas,Shirt,18.0,8469.0,No,12.0,8.0,Cash,30.0,1.0,10.0,94690.0,5.0,Accessories,1.02,True,08-07-2022
62.0,Male,Clothing,Winter,South Carolina,Shirt,13.0,7704.0,Yes,3.0,6.0,Cash,5.0,50.0,6.0,52985.0,10.0,Clothing,3.77,False,25-08-2022
34.0,Male,Clothing,Winter,Indiana,T-shirt,2.0,4885.0,No,12.0,8.0,Cash,27.0,55.0,8.0,49503.0,6.0,Clothing,4.78,True,14-01-2023
49.0,Male,Outerwear,Summer,Florida,Coat,10.0,6892.0,No,18.0,1.0,Debit Card,9.0,16.0,7.0,35730.0,6.0,Outerwear,1.27,True,30-05-2023
40.0,Male,Outerwear,Fall,Alaska,Jacket,13.0,9645.0,Yes,13.0,5.0,Cash,22.0,3.0,10.0,57338.0,5.0,Outerwear,1.97,True,19-01-2023
50.0,Male,Clothing,Winter,New York,Hoodie,5.0,3668.0,Yes,11.0,4.0,Debit Card,7.0,56.0,10.0,53945.0,1.0,Clothing,1.89,False,06-06-2023
25.0,Male,Accessories,Winter,Texas,Scarf,6.0,8690.0,No,9.0,1.0,Cash,17.0,69.0,9.0,80670.0,8.0,Footwear,1.98,False,08-08-2023
30.0,Male,Accessories,Winter,North Dakota,Belt,12.0,2699.0,Yes,21.0,6.0,Mobile Wallet,12.0,60.0,9.0,108134.0,2.0,Outerwear,1.51,True,10-05-2022
54.0,Male,Footwear,Fall,Vermont,Sneakers,8.0,6890.0,Yes,7.0,10.0,Debit Card,11.0,40.0,7.0,72021.0,10.0,Clothing,1.79,True,14-11-2022
40.0,Male,Clothing,Summer,New Jersey,Socks,13.0,5807.0,Yes,12.0,5.0,Mobile Wallet,14.0,26.0,9.0,68139.0,10.0,Outerwear,4.75,False,27-07-2023
49.0,Male,Footwear,Fall,Maryland,Sandals,16.0,3519.0,No,24.0,3.0,Cash,18.0,81.0,9.0,90119.0,3.0,Accessories,2.46,False,02-05-2023
27.0,Male,Outerwear,Winter,Connecticut,Coat,8.0,115.0,Yes,12.0,6.0,Credit Card,25.0,6.0,3.0,41241.0,3.0,Accessories,4.53,True,29-09-2022
27.0,Male,Footwear,Summer,Illinois,Shoes,12.0,8882.0,No,8.0,6.0,Credit Card,25.0,99.0,7.0,60210.0,10.0,Footwear,2.49,True,22-02-2022
48.0,Male,Accessories,Spring,Maryland,Scarf,20.0,6175.0,Yes,4.0,7.0,Cash,20.0,12.0,6.0,37694.0,1.0,Clothing,1.47,False,26-06-2022
40.0,Male,Footwear,Winter,Minnesota,Sneakers,4.0,5463.0,No,12.0,1.0,Credit Card,13.0,1.0,3.0,50664.0,2.0,Clothing,1.15,True,09-09-2023
67.0,Male,Accessories,Spring,Florida,Belt,2.0,2623.0,Yes,20.0,8.0,Debit Card,10.0,91.0,9.0,68646.0,4.0,Outerwear,3.28,True,28-08-2023
52.0,Male,Accessories,Spring,California,Handbag,4.0,3498.0,Yes,15.0,7.0,Cash,4.0,31.0,6.0,97546.0,10.0,Clothing,4.32,True,13-12-2023
22.0,Male,Accessories,Fall,Mississippi,Handbag,2.0,8336.0,Yes,3.0,7.0,Mobile Wallet,16.0,62.0,3.0,59421.0,7.0,Clothing,1.97,True,27-01-2023
62.0,Male,Footwear,Summer,Washington,Boots,11.0,5580.0,No,20.0,6.0,Credit Card,19.0,79.0,4.0,84447.0,2.0,Clothing,2.53,True,29-11-2022
20.0,Male,Footwear,Winter,Wisconsin,Boots,11.0,4619.0,No,22.0,10.0,Credit Card,10.0,48.0,5.0,118610.0,5.0,Footwear,1.13,False,09-07-2023
41.0,Male,Clothing,Winter,Pennsylvania,Pants,3.0,9484.0,Yes,1.0,2.0,Mobile Wallet,19.0,12.0,3.0,51895.0,8.0,Accessories,3.24,True,19-09-2023
34.0,Male,Accessories,Fall,Missouri,Sunglasses,6.0,5716.0,No,10.0,3.0,Cash,25.0,13.0,1.0,69785.0,6.0,Footwear,4.8,True,08-06-2022
23.0,Male,Clothing,Spring,Oklahoma,Hoodie,9.0,6649.0,No,7.0,3.0,Cash,23.0,91.0,9.0,81108.0,2.0,Accessories,3.06,True,12-07-2023
32.0,Male,Footwear,Summer,Pennsylvania,Shoes,1.0,5147.0,No,12.0,2.0,Credit Card,30.0,74.0,10.0,116555.0,10.0,Accessories,4.91,False,24-08-2022
68.0,Male,Accessories,Spring,Kentucky,Handbag,3.0,6323.0,Yes,21.0,5.0,Mobile Wallet,8.0,83.0,4.0,82549.0,5.0,Outerwear,3.88,False,01-12-2023
30.0,Male,Outerwear,Fall,Vermont,Jacket,19.0,2253.0,No,2.0,6.0,Cash,16.0,49.0,10.0,81455.0,8.0,Footwear,3.83,False,01-01-2022
66.0,Male,Clothing,Winter,Oregon,Blouse,8.0,1057.0,Yes,7.0,8.0,Credit Card,15.0,66.0,9.0,41255.0,2.0,Footwear,3.85,False,18-12-2023
62.0,Male,Clothing,Summer,Utah,Pants,4.0,1870.0,Yes,6.0,6.0,Credit Card,7.0,90.0,10.0,100427.0,9.0,Footwear,3.3,False,07-04-2022
50.0,Male,Footwear,Fall,Nebraska,Boots,10.0,7409.0,Yes,24.0,4.0,Credit Card,9.0,82.0,8.0,37497.0,3.0,Clothing,4.49,True,25-07-2023
55.0,Male,Footwear,Spring,Pennsylvania,Boots,3.0,2747.0,No,22.0,2.0,Credit Card,21.0,17.0,4.0,78897.0,3.0,Footwear,1.47,True,06-04-2023
19.0,Male,Clothing,Winter,Vermont,Sweater,10.0,3340.0,Yes,17.0,5.0,Mobile Wallet,22.0,42.0,3.0,115847.0,3.0,Footwear,1.65,True,28-03-2022
67.0,Male,Accessories,Winter,Kentucky,Gloves,4.0,6384.0,Yes,16.0,5.0,Mobile Wallet,10.0,93.0,4.0,90959.0,5.0,Clothing,4.07,False,23-04-2022
18.0,Male,Clothing,Winter,Iowa,Socks,2.0,909.0,Yes,3.0,10.0,Mobile Wallet,20.0,50.0,5.0,106842.0,6.0,Clothing,3.0,False,24-11-2023
58.0,Male,Clothing,Fall,Indiana,Jeans,8.0,2393.0,No,20.0,4.0,Mobile Wallet,25.0,70.0,4.0,93076.0,3.0,Accessories,2.74,False,28-11-2023
69.0,Male,Clothing,Winter,Kansas,Pants,7.0,7858.0,Yes,24.0,3.0,Cash,13.0,10.0,2.0,73556.0,2.0,Footwear,1.27,False,16-01-2022
62.0,Male,Clothing,Summer,Illinois,Shorts,8.0,3220.0,Yes,12.0,6.0,Credit Card,7.0,79.0,3.0,100052.0,10.0,Outerwear,3.16,True,11-02-2023
28.0,Male,Accessories,Fall,North Carolina,Gloves,14.0,5326.0,Yes,20.0,2.0,Credit Card,2.0,68.0,4.0,34025.0,8.0,Outerwear,5.0,False,03-02-2023
53.0,Male,Footwear,Fall,Ohio,Sandals,16.0,6173.0,No,4.0,5.0,Debit Card,18.0,99.0,1.0,91621.0,8.0,Outerwear,1.35,False,04-04-2022
27.0,Male,Clothing,Spring,Illinois,Blouse,2.0,5186.0,Yes,22.0,6.0,Debit Card,3.0,85.0,10.0,99577.0,9.0,Accessories,1.79,False,12-10-2022
55.0,Male,Outerwear,Winter,Indiana,Jacket,10.0,9646.0,No,14.0,6.0,Debit Card,11.0,98.0,5.0,52806.0,1.0,Outerwear,2.11,False,24-07-2023
34.0,Male,Accessories,Winter,Kansas,Jewelry,3.0,3655.0,Yes,14.0,1.0,Mobile Wallet,15.0,95.0,1.0,74164.0,4.0,Outerwear,4.41,True,05-05-2023
25.0,Male,Accessories,Spring,Illinois,Hat,7.0,9745.0,No,4.0,1.0,Mobile Wallet,15.0,91.0,4.0,109399.0,8.0,Accessories,3.05,False,15-12-2023
66.0,Male,Clothing,Spring,Pennsylvania,Socks,17.0,3413.0,Yes,20.0,4.0,Cash,14.0,58.0,2.0,31559.0,6.0,Footwear,4.29,False,11-08-2022
57.0,Male,Accessories,Summer,New York,Handbag,12.0,7666.0,No,7.0,3.0,Cash,5.0,9.0,6.0,40190.0,6.0,Clothing,1.91,False,13-10-2022
46.0,Male,Clothing,Winter,Utah,Pants,20.0,3934.0,No,12.0,6.0,Debit Card,30.0,10.0,8.0,79913.0,1.0,Outerwear,3.01,True,01-06-2022
38.0,Male,Accessories,Fall,New Jersey,Gloves,10.0,9468.0,No,15.0,6.0,Debit Card,13.0,10.0,4.0,97931.0,6.0,Accessories,3.75,True,05-01-2022
23.0,Male,Clothing,Spring,Idaho,Sweater,1.0,9833.0,Yes,10.0,5.0,Debit Card,14.0,87.0,9.0,66788.0,6.0,Footwear,4.79,True,18-05-2022
42.0,Male,Accessories,Summer,New Mexico,Hat,4.0,3257.0,No,5.0,7.0,Cash,27.0,30.0,4.0,47665.0,8.0,Footwear,2.24,False,28-12-2022
25.0,Male,Clothing,Spring,Michigan,Dress,1.0,7640.0,Yes,10.0,4.0,Debit Card,8.0,99.0,1.0,33098.0,5.0,Accessories,2.46,True,10-08-2022
55.0,Male,Clothing,Winter,Wyoming,Pants,9.0,4756.0,Yes,16.0,5.0,Debit Card,30.0,26.0,3.0,75465.0,1.0,Accessories,3.73,True,01-04-2023
62.0,Male,Outerwear,Spring,New Jersey,Coat,3.0,9615.0,Yes,23.0,2.0,Mobile Wallet,14.0,55.0,10.0,90018.0,2.0,Clothing,3.55,False,21-09-2023
41.0,Male,Accessories,Winter,New Jersey,Scarf,10.0,2545.0,Yes,16.0,2.0,Mobile Wallet,25.0,4.0,4.0,67295.0,5.0,Clothing,4.32,True,15-06-2023
58.0,Male,Clothing,Winter,Hawaii,Hoodie,20.0,2934.0,Yes,18.0,10.0,Debit Card,20.0,1.0,9.0,113649.0,10.0,Clothing,3.09,True,27-10-2023
56.0,Male,Clothing,Summer,Nevada,Socks,9.0,7921.0,No,8.0,9.0,Mobile Wallet,30.0,70.0,9.0,32145.0,8.0,Footwear,4.86,True,25-02-2022
25.0,Male,Clothing,Spring,New Hampshire,Blouse,12.0,9750.0,Yes,14.0,6.0,Credit Card,9.0,21.0,1.0,48189.0,10.0,Footwear,4.68,False,18-10-2023
70.0,Male,Clothing,Summer,Indiana,Socks,19.0,8568.0,No,17.0,3.0,Debit Card,16.0,77.0,10.0,65116.0,7.0,Outerwear,2.02,False,13-01-2022
42.0,Male,Clothing,Fall,New York,Dress,3.0,6045.0,Yes,23.0,8.0,Credit Card,30.0,19.0,7.0,62082.0,6.0,Outerwear,4.4,False,16-12-2023
27.0,Male,Clothing,Winter,Louisiana,Hoodie,4.0,4204.0,Yes,4.0,3.0,Mobile Wallet,16.0,60.0,1.0,117256.0,4.0,Clothing,3.25,True,24-05-2023
65.0,Male,Clothing,Spring,Virginia,T-shirt,8.0,5521.0,No,21.0,8.0,Cash,25.0,21.0,3.0,48458.0,9.0,Accessories,1.54,True,01-04-2022
62.0,Male,Accessories,Winter,Wisconsin,Hat,12.0,2147.0,Yes,15.0,3.0,Mobile Wallet,16.0,22.0,6.0,77247.0,8.0,Footwear,4.6,False,22-01-2023
62.0,Male,Footwear,Winter,Oregon,Boots,2.0,5021.0,Yes,13.0,4.0,Credit Card,16.0,68.0,4.0,119256.0,4.0,Footwear,1.58,True,09-02-2022
52.0,Male,Clothing,Winter,New Hampshire,Jeans,1.0,3068.0,No,19.0,9.0,Debit Card,21.0,56.0,8.0,40518.0,5.0,Clothing,1.23,False,30-12-2023
56.0,Male,Clothing,Spring,Indiana,Shorts,3.0,5662.0,Yes,19.0,9.0,Mobile Wallet,11.0,41.0,2.0,40542.0,7.0,Clothing,1.7,True,30-11-2022
28.0,Male,Footwear,Fall,Massachusetts,Sandals,20.0,9029.0,No,17.0,5.0,Mobile Wallet,24.0,33.0,3.0,115457.0,8.0,Outerwear,4.94,True,17-12-2023
39.0,Male,Footwear,Winter,Montana,Sandals,6.0,4454.0,No,14.0,9.0,Debit Card,27.0,97.0,5.0,50177.0,9.0,Outerwear,2.88,False,17-12-2022
54.0,Male,Footwear,Spring,California,Sneakers,1.0,4056.0,No,16.0,4.0,Mobile Wallet,22.0,37.0,3.0,56924.0,5.0,Clothing,3.3,False,30-11-2023
30.0,Male,Accessories,Fall,Indiana,Hat,1.0,1729.0,Yes,17.0,1.0,Debit Card,7.0,13.0,8.0,35710.0,5.0,Footwear,2.5,False,12-07-2023
45.0,Male,Outerwear,Winter,West Virginia,Coat,6.0,5466.0,No,9.0,5.0,Mobile Wallet,24.0,70.0,3.0,45194.0,1.0,Accessories,1.39,True,15-12-2023
68.0,Male,Clothing,Spring,Minnesota,Dress,20.0,432.0,Yes,22.0,9.0,Debit Card,28.0,7.0,2.0,49461.0,2.0,Outerwear,2.68,True,26-06-2023
47.0,Male,Footwear,Spring,Ohio,Boots,5.0,4323.0,Yes,19.0,9.0,Debit Card,3.0,10.0,6.0,76916.0,5.0,Clothing,2.75,False,14-02-2022
68.0,Male,Clothing,Fall,Minnesota,Skirt,4.0,6326.0,Yes,20.0,1.0,Debit Card,7.0,8.0,9.0,105646.0,6.0,Outerwear,1.77,False,13-08-2022
63.0,Male,Clothing,Spring,Virginia,Shirt,1.0,1040.0,Yes,21.0,3.0,Cash,15.0,45.0,10.0,57872.0,2.0,Clothing,2.36,False,30-03-2022
20.0,Male,Clothing,Summer,Connecticut,Shirt,15.0,2321.0,Yes,22.0,8.0,Cash,18.0,26.0,1.0,60934.0,7.0,Outerwear,3.4,False,14-08-2022
29.0,Male,Footwear,Winter,Tennessee,Boots,17.0,848.0,No,3.0,9.0,Debit Card,24.0,14.0,5.0,47280.0,6.0,Accessories,2.97,True,11-12-2022
41.0,Male,Clothing,Winter,Delaware,Hoodie,17.0,4510.0,No,6.0,2.0,Cash,13.0,62.0,4.0,36422.0,8.0,Footwear,2.98,False,04-06-2023
52.0,Male,Clothing,Winter,Vermont,Sweater,10.0,2952.0,Yes,10.0,7.0,Debit Card,19.0,49.0,6.0,49065.0,4.0,Footwear,1.46,True,04-03-2023
32.0,Male,Clothing,Spring,Louisiana,Shirt,9.0,6301.0,No,15.0,9.0,Cash,24.0,13.0,9.0,60844.0,4.0,Footwear,1.73,True,22-05-2023
20.0,Male,Clothing,Fall,North Dakota,Blouse,4.0,6480.0,No,19.0,2.0,Credit Card,15.0,41.0,9.0,99596.0,2.0,Footwear,4.28,True,31-10-2023
47.0,Male,Clothing,Spring,Oregon,T-shirt,11.0,5827.0,Yes,22.0,2.0,Cash,22.0,7.0,7.0,44726.0,10.0,Footwear,4.02,True,01-08-2023
23.0,Male,Outerwear,Winter,Idaho,Jacket,2.0,7502.0,Yes,21.0,5.0,Mobile Wallet,13.0,12.0,6.0,93757.0,2.0,Outerwear,4.0,False,27-09-2022
43.0,Male,Accessories,Spring,Vermont,Jewelry,16.0,7927.0,Yes,15.0,7.0,Cash,8.0,15.0,7.0,39550.0,7.0,Outerwear,1.78,True,18-05-2022
67.0,Male,Clothing,Fall,West Virginia,Hoodie,16.0,530.0,No,18.0,10.0,Cash,5.0,23.0,10.0,66099.0,3.0,Clothing,1.71,False,21-06-2022
70.0,Male,Accessories,Spring,Kentucky,Jewelry,17.0,7537.0,Yes,5.0,2.0,Debit Card,3.0,12.0,2.0,42736.0,1.0,Outerwear,4.43,False,04-07-2022
35.0,Male,Footwear,Winter,Wisconsin,Sandals,15.0,4827.0,Yes,11.0,9.0,Credit Card,24.0,46.0,8.0,47123.0,4.0,Clothing,3.93,False,05-03-2023
41.0,Male,Clothing,Spring,Mississippi,Jeans,14.0,6400.0,Yes,23.0,10.0,Debit Card,8.0,20.0,6.0,51581.0,8.0,Accessories,4.96,True,19-07-2023
54.0,Male,Accessories,Spring,Missouri,Hat,17.0,3222.0,No,17.0,2.0,Mobile Wallet,15.0,12.0,7.0,85451.0,1.0,Accessories,2.73,True,29-01-2022
55.0,Male,Clothing,Fall,Arkansas,Sweater,13.0,8857.0,No,24.0,10.0,Mobile Wallet,1.0,96.0,1.0,78456.0,6.0,Clothing,1.71,True,18-02-2022
51.0,Male,Footwear,Spring,Wyoming,Boots,4.0,515.0,No,11.0,9.0,Mobile Wallet,25.0,17.0,8.0,47674.0,2.0,Footwear,4.2,False,30-01-2022
19.0,Male,Clothing,Spring,Rhode Island,Blouse,12.0,769.0,Yes,23.0,10.0,Debit Card,7.0,37.0,7.0,107918.0,4.0,Accessories,3.39,True,18-07-2022
28.0,Male,Clothing,Fall,Utah,Shorts,5.0,8331.0,No,21.0,6.0,Credit Card,23.0,72.0,10.0,39998.0,1.0,Accessories,1.94,False,11-06-2022
63.0,Male,Clothing,Fall,Maryland,Hoodie,20.0,3909.0,Yes,20.0,1.0,Credit Card,8.0,50.0,1.0,45286.0,1.0,Clothing,4.41,True,11-02-2023
30.0,Male,Clothing,Winter,Georgia,Pants,3.0,8873.0,Yes,10.0,6.0,Mobile Wallet,2.0,94.0,4.0,88146.0,5.0,Clothing,4.67,False,19-02-2022
29.0,Male,Accessories,Spring,New Jersey,Belt,19.0,2308.0,Yes,18.0,4.0,Cash,25.0,13.0,4.0,115016.0,2.0,Outerwear,4.22,True,25-04-2023
24.0,Male,Clothing,Winter,New Hampshire,Shirt,13.0,4377.0,Yes,6.0,7.0,Debit Card,25.0,64.0,6.0,93116.0,10.0,Clothing,3.94,False,02-10-2023
69.0,Male,Clothing,Winter,Oregon,Shirt,1.0,2171.0,Yes,14.0,9.0,Debit Card,30.0,10.0,3.0,52164.0,5.0,Accessories,4.09,False,09-03-2022
65.0,Male,Clothing,Spring,Arkansas,Dress,8.0,3401.0,Yes,16.0,1.0,Debit Card,21.0,46.0,1.0,93300.0,7.0,Accessories,3.0,False,08-12-2023
64.0,Male,Accessories,Fall,North Carolina,Gloves,4.0,1691.0,Yes,8.0,6.0,Cash,25.0,79.0,6.0,106725.0,10.0,Footwear,4.86,True,23-05-2023
40.0,Male,Accessories,Winter,West Virginia,Gloves,18.0,6790.0,No,9.0,7.0,Mobile Wallet,16.0,49.0,3.0,33269.0,10.0,Accessories,1.79,True,09-10-2023
24.0,Male,Clothing,Winter,Utah,Jeans,12.0,2001.0,No,8.0,5.0,Debit Card,16.0,57.0,3.0,89661.0,2.0,Outerwear,4.74,False,06-01-2023
66.0,Male,Accessories,Winter,South Dakota,Belt,14.0,9805.0,No,6.0,7.0,Credit Card,10.0,27.0,1.0,61429.0,9.0,Accessories,1.44,False,07-08-2022
35.0,Male,Outerwear,Fall,New Hampshire,Jacket,19.0,8193.0,Yes,18.0,7.0,Credit Card,2.0,69.0,4.0,73641.0,8.0,Accessories,3.62,False,01-09-2023
67.0,Male,Clothing,Spring,Maryland,Skirt,18.0,9779.0,No,17.0,9.0,Mobile Wallet,18.0,24.0,10.0,83879.0,8.0,Outerwear,1.92,True,09-07-2023
69.0,Male,Footwear,Spring,South Dakota,Sandals,16.0,9870.0,Yes,18.0,7.0,Cash,12.0,75.0,2.0,85215.0,5.0,Outerwear,1.72,False,10-05-2022
26.0,Male,Accessories,Summer,Kentucky,Belt,13.0,8665.0,No,1.0,1.0,Credit Card,23.0,37.0,9.0,42002.0,9.0,Outerwear,4.8,False,21-05-2023
23.0,Male,Clothing,Fall,Florida,Sweater,8.0,5876.0,Yes,7.0,8.0,Credit Card,15.0,70.0,6.0,105388.0,9.0,Clothing,1.33,True,22-04-2022
27.0,Male,Clothing,Summer,Texas,Shirt,7.0,3344.0,Yes,10.0,4.0,Credit Card,24.0,74.0,4.0,118703.0,2.0,Accessories,3.98,False,03-04-2023
30.0,Male,Footwear,Fall,New Mexico,Sneakers,10.0,2085.0,No,21.0,3.0,Debit Card,13.0,80.0,8.0,73867.0,7.0,Accessories,2.13,False,21-07-2022
48.0,Male,Clothing,Spring,South Dakota,Jeans,5.0,6479.0,Yes,6.0,8.0,Mobile Wallet,2.0,82.0,7.0,40956.0,2.0,Outerwear,1.52,True,29-11-2023
44.0,Male,Footwear,Summer,New Jersey,Sandals,10.0,4969.0,No,7.0,8.0,Credit Card,20.0,17.0,8.0,47771.0,8.0,Clothing,3.62,False,22-08-2022
29.0,Male,Clothing,Summer,Indiana,Pants,14.0,7046.0,Yes,14.0,6.0,Debit Card,8.0,3.0,9.0,89153.0,1.0,Clothing,1.72,True,16-06-2023
29.0,Male,Accessories,Fall,Louisiana,Belt,4.0,6063.0,No,16.0,4.0,Cash,26.0,44.0,1.0,85385.0,6.0,Footwear,2.66,True,04-12-2023
67.0,Male,Clothing,Spring,West Virginia,T-shirt,10.0,7090.0,Yes,6.0,1.0,Mobile Wallet,6.0,43.0,4.0,31455.0,1.0,Outerwear,4.49,False,31-07-2022
42.0,Male,Clothing,Fall,Maine,Shirt,20.0,4429.0,No,20.0,4.0,Cash,16.0,35.0,2.0,98940.0,3.0,Footwear,3.43,True,08-05-2022
23.0,Male,Footwear,Fall,Idaho,Sneakers,6.0,736.0,No,6.0,1.0,Credit Card,14.0,64.0,3.0,118567.0,5.0,Accessories,4.06,False,24-07-2023
34.0,Male,Clothing,Summer,New York,Blouse,10.0,1243.0,No,17.0,8.0,Cash,26.0,50.0,8.0,71397.0,4.0,Footwear,2.45,False,04-08-2022
64.0,Male,Accessories,Spring,Montana,Backpack,8.0,6105.0,Yes,20.0,5.0,Cash,21.0,50.0,10.0,34600.0,6.0,Accessories,3.04,False,07-11-2022
31.0,Male,Clothing,Spring,Mississippi,Pants,20.0,5053.0,No,8.0,6.0,Cash,1.0,27.0,10.0,75479.0,6.0,Accessories,2.74,False,29-04-2022
54.0,Male,Clothing,Winter,Alaska,Sweater,2.0,1897.0,Yes,14.0,6.0,Cash,13.0,9.0,6.0,56459.0,7.0,Footwear,2.58,False,19-03-2022
23.0,Male,Outerwear,Summer,Missouri,Coat,1.0,7633.0,No,7.0,6.0,Credit Card,20.0,84.0,5.0,60554.0,2.0,Footwear,4.8,True,25-07-2023
59.0,Male,Clothing,Summer,Rhode Island,Dress,2.0,3599.0,Yes,20.0,5.0,Debit Card,25.0,58.0,2.0,119676.0,5.0,Footwear,3.36,False,25-04-2023
32.0,Male,Clothing,Summer,Hawaii,Blouse,5.0,6885.0,Yes,22.0,8.0,Cash,16.0,74.0,4.0,98807.0,7.0,Outerwear,4.58,False,28-09-2023
43.0,Male,Clothing,Winter,South Carolina,Hoodie,15.0,584.0,No,9.0,5.0,Mobile Wallet,7.0,10.0,5.0,100427.0,3.0,Clothing,3.24,False,06-09-2023
32.0,Male,Footwear,Fall,Tennessee,Shoes,20.0,2576.0,Yes,3.0,4.0,Credit Card,19.0,87.0,9.0,33385.0,8.0,Accessories,3.15,True,22-06-2022
66.0,Male,Clothing,Winter,Missouri,T-shirt,7.0,9927.0,No,4.0,7.0,Mobile Wallet,8.0,77.0,7.0,48348.0,1.0,Outerwear,3.25,True,18-09-2022
70.0,Male,Footwear,Summer,Missouri,Shoes,16.0,2863.0,No,5.0,10.0,Credit Card,25.0,45.0,1.0,50336.0,9.0,Footwear,2.89,True,05-05-2023
42.0,Male,Footwear,Summer,Missouri,Boots,4.0,1722.0,Yes,12.0,1.0,Mobile Wallet,24.0,73.0,9.0,49143.0,10.0,Accessories,3.23,False,19-11-2023
56.0,Male,Clothing,Spring,Mississippi,Shorts,18.0,9958.0,No,18.0,1.0,Mobile Wallet,26.0,20.0,9.0,46757.0,9.0,Accessories,2.93,True,26-10-2022
28.0,Male,Accessories,Spring,Arkansas,Belt,19.0,4115.0,Yes,1.0,7.0,Mobile Wallet,15.0,46.0,10.0,98825.0,5.0,Clothing,3.45,False,04-11-2023
28.0,Male,Clothing,Spring,Kentucky,Pants,20.0,8358.0,No,15.0,8.0,Debit Card,3.0,66.0,1.0,111426.0,1.0,Footwear,1.95,True,30-08-2023
52.0,Male,Clothing,Spring,Connecticut,Shorts,16.0,9979.0,Yes,5.0,2.0,Debit Card,20.0,91.0,10.0,100605.0,8.0,Footwear,3.14,False,24-02-2023
65.0,Male,Accessories,Spring,Oklahoma,Sunglasses,19.0,3629.0,No,17.0,5.0,Mobile Wallet,23.0,98.0,9.0,47688.0,9.0,Outerwear,2.01,False,27-04-2023
56.0,Male,Accessories,Fall,California,Hat,11.0,3997.0,No,3.0,7.0,Mobile Wallet,4.0,75.0,2.0,85828.0,5.0,Accessories,2.45,True,20-06-2022
59.0,Male,Clothing,Winter,Missouri,T-shirt,9.0,8850.0,Yes,3.0,2.0,Cash,29.0,60.0,4.0,53216.0,9.0,Clothing,4.15,False,02-01-2022
23.0,Male,Clothing,Winter,Washington,Pants,1.0,6732.0,Yes,11.0,2.0,Debit Card,27.0,74.0,8.0,98886.0,8.0,Outerwear,3.15,True,24-08-2023
58.0,Male,Clothing,Spring,New York,Shorts,10.0,3182.0,Yes,21.0,6.0,Credit Card,20.0,23.0,7.0,48313.0,6.0,Footwear,2.96,True,25-03-2022
39.0,Male,Accessories,Summer,Indiana,Jewelry,10.0,1073.0,No,13.0,10.0,Credit Card,20.0,96.0,2.0,108450.0,6.0,Accessories,1.28,False,09-10-2023
